Date,Stock,Broker,Buy Value,Sell Value,Buy Avg,Sell Avg,Open,High,Low,Close,Volume
2026-05-25,BMTR,YU,146700000,0,130,0,131,132,128,128,407610
2026-05-25,BMTR,XC,134300000,0,130,0,131,132,128,128,407610
2026-05-25,BMTR,XL,128400000,0,130,0,131,132,128,128,407610
2026-05-25,BMTR,DH,114900000,0,130,0,131,132,128,128,407610
2026-05-25,BMTR,CP,106300000,0,129,0,131,132,128,128,407610
2026-05-25,BMTR,OD,69200000,0,129,0,131,132,128,128,407610
2026-05-25,BMTR,GR,57900000,0,130,0,131,132,128,128,407610
2026-05-25,BMTR,YP,49000000,0,130,0,131,132,128,128,407610
2026-05-25,BMTR,BQ,37200000,0,130,0,131,132,128,128,407610
2026-05-25,BMTR,BK,22000000,0,131,0,131,132,128,128,407610
2026-05-25,BMTR,CC,0,383100000,0,130,131,132,128,128,407610
2026-05-25,BMTR,AK,0,205100000,0,130,131,132,128,128,407610
2026-05-25,BMTR,NI,0,121400000,0,130,131,132,128,128,407610
2026-05-25,BMTR,CD,0,103700000,0,130,131,132,128,128,407610
2026-05-25,BMTR,KK,0,49900000,0,130,131,132,128,128,407610
2026-05-25,BMTR,DR,0,10400000,0,130,131,132,128,128,407610
2026-05-25,BMTR,PD,0,8300000,0,130,131,132,128,128,407610
2026-05-25,BMTR,XA,0,8200000,0,129,131,132,128,128,407610
2026-05-25,BMTR,IN,0,6500000,0,130,131,132,128,128,407610
2026-05-25,BMTR,LG,0,5800000,0,129,131,132,128,128,407610
