Date,Stock,Broker,Buy Value,Sell Value,Buy Avg,Sell Avg,Open,High,Low,Close,Volume
2026-05-26,MBMA,PD,21600000000,0,476,0,496,510,468,476,1730000
2026-05-26,MBMA,CC,3100000000,0,483,0,496,510,468,476,1730000
2026-05-26,MBMA,ZP,2000000000,0,478,0,496,510,468,476,1730000
2026-05-26,MBMA,XC,1600000000,0,486,0,496,510,468,476,1730000
2026-05-26,MBMA,GR,1500000000,0,477,0,496,510,468,476,1730000
2026-05-26,MBMA,NI,883500000,0,484,0,496,510,468,476,1730000
2026-05-26,MBMA,DH,807800000,0,491,0,496,510,468,476,1730000
2026-05-26,MBMA,XL,690400000,0,485,0,496,510,468,476,1730000
2026-05-26,MBMA,CP,604200000,0,484,0,496,510,468,476,1730000
2026-05-26,MBMA,OD,602900000,0,481,0,496,510,468,476,1730000
2026-05-26,MBMA,BB,0,19600000000,0,474,496,510,468,476,1730000
2026-05-26,MBMA,AZ,0,6200000000,0,479,496,510,468,476,1730000
2026-05-26,MBMA,DX,0,2800000000,0,476,496,510,468,476,1730000
2026-05-26,MBMA,AK,0,2500000000,0,490,496,510,468,476,1730000
2026-05-26,MBMA,SS,0,990100000,0,496,496,510,468,476,1730000
2026-05-26,MBMA,YU,0,909300000,0,488,496,510,468,476,1730000
2026-05-26,MBMA,SQ,0,904500000,0,485,496,510,468,476,1730000
2026-05-26,MBMA,YP,0,653600000,0,482,496,510,468,476,1730000
2026-05-26,MBMA,HD,0,480300000,0,484,496,510,468,476,1730000
2026-05-26,MBMA,MG,0,190200000,0,478,496,510,468,476,1730000
