Date,Stock,Broker,Buy Value,Sell Value,Buy Avg,Sell Avg,Open,High,Low,Close,Volume
2026-05-25,MDKA,YU,135600000000,0,2830,0,2740,2940,2700,2850,2250000
2026-05-25,MDKA,BK,36600000000,0,2813,0,2740,2940,2700,2850,2250000
2026-05-25,MDKA,BB,12300000000,0,2812,0,2740,2940,2700,2850,2250000
2026-05-25,MDKA,SQ,11900000000,0,2822,0,2740,2940,2700,2850,2250000
2026-05-25,MDKA,AI,5100000000,0,2899,0,2740,2940,2700,2850,2250000
2026-05-25,MDKA,DH,4000000000,0,2804,0,2740,2940,2700,2850,2250000
2026-05-25,MDKA,BQ,3900000000,0,2809,0,2740,2940,2700,2850,2250000
2026-05-25,MDKA,XL,3800000000,0,2822,0,2740,2940,2700,2850,2250000
2026-05-25,MDKA,XC,3600000000,0,2836,0,2740,2940,2700,2850,2250000
2026-05-25,MDKA,AO,2200000000,0,2870,0,2740,2940,2700,2850,2250000
2026-05-25,MDKA,NI,0,53300000000,0,2817,2740,2940,2700,2850,2250000
2026-05-25,MDKA,ZP,0,33400000000,0,2837,2740,2940,2700,2850,2250000
2026-05-25,MDKA,KZ,0,28300000000,0,2830,2740,2940,2700,2850,2250000
2026-05-25,MDKA,CC,0,27700000000,0,2803,2740,2940,2700,2850,2250000
2026-05-25,MDKA,PD,0,15700000000,0,2826,2740,2940,2700,2850,2250000
2026-05-25,MDKA,MG,0,15000000000,0,2814,2740,2940,2700,2850,2250000
2026-05-25,MDKA,AK,0,9900000000,0,2825,2740,2940,2700,2850,2250000
2026-05-25,MDKA,IF,0,9900000000,0,2740,2740,2940,2700,2850,2250000
2026-05-25,MDKA,SS,0,9500000000,0,2796,2740,2940,2700,2850,2250000
2026-05-25,MDKA,YP,0,7500000000,0,2816,2740,2940,2700,2850,2250000
