Date,Stock,Broker,Buy Value,Sell Value,Buy Avg,Sell Avg,Open,High,Low,Close,Volume
2026-05-26,BUMI,XL,20200000000,0,171,0,169,177,166,166,26980000
2026-05-26,BUMI,GR,12500000000,0,169,0,169,177,166,166,26980000
2026-05-26,BUMI,SQ,7900000000,0,171,0,169,177,166,166,26980000
2026-05-26,BUMI,IF,7400000000,0,171,0,169,177,166,166,26980000
2026-05-26,BUMI,SS,7300000000,0,170,0,169,177,166,166,26980000
2026-05-26,BUMI,BK,6500000000,0,169,0,169,177,166,166,26980000
2026-05-26,BUMI,MG,6300000000,0,171,0,169,177,166,166,26980000
2026-05-26,BUMI,OD,4100000000,0,170,0,169,177,166,166,26980000
2026-05-26,BUMI,XC,3900000000,0,171,0,169,177,166,166,26980000
2026-05-26,BUMI,PD,3200000000,0,170,0,169,177,166,166,26980000
2026-05-26,BUMI,AK,0,26100000000,0,171,169,177,166,166,26980000
2026-05-26,BUMI,AZ,0,18400000000,0,170,169,177,166,166,26980000
2026-05-26,BUMI,ZP,0,14100000000,0,171,169,177,166,166,26980000
2026-05-26,BUMI,AI,0,9200000000,0,171,169,177,166,166,26980000
2026-05-26,BUMI,YB,0,5500000000,0,168,169,177,166,166,26980000
2026-05-26,BUMI,YP,0,4800000000,0,169,169,177,166,166,26980000
2026-05-26,BUMI,BQ,0,3100000000,0,169,169,177,166,166,26980000
2026-05-26,BUMI,CC,0,2900000000,0,171,169,177,166,166,26980000
2026-05-26,BUMI,XA,0,2800000000,0,172,169,177,166,166,26980000
2026-05-26,BUMI,HD,0,2600000000,0,170,169,177,166,166,26980000
