Date,Stock,Broker,Buy Value,Sell Value,Buy Avg,Sell Avg,Open,High,Low,Close,Volume
2026-05-26,MPOW,YP,276700000,0,118,0,118,122,114,117,211480
2026-05-26,MPOW,ZP,104600000,0,119,0,118,122,114,117,211480
2026-05-26,MPOW,PD,37500000,0,119,0,118,122,114,117,211480
2026-05-26,MPOW,AI,26400000,0,117,0,118,122,114,117,211480
2026-05-26,MPOW,DH,17700000,0,117,0,118,122,114,117,211480
2026-05-26,MPOW,CP,15700000,0,119,0,118,122,114,117,211480
2026-05-26,MPOW,XA,7100000,0,119,0,118,122,114,117,211480
2026-05-26,MPOW,DR,5600000,0,120,0,118,122,114,117,211480
2026-05-26,MPOW,KK,4300000,0,117,0,118,122,114,117,211480
2026-05-26,MPOW,DX,4100000,0,117,0,118,122,114,117,211480
2026-05-26,MPOW,TP,0,163500000,0,119,118,122,114,117,211480
2026-05-26,MPOW,AK,0,70400000,0,119,118,122,114,117,211480
2026-05-26,MPOW,XC,0,45900000,0,118,118,122,114,117,211480
2026-05-26,MPOW,BK,0,44400000,0,120,118,122,114,117,211480
2026-05-26,MPOW,XL,0,40700000,0,118,118,122,114,117,211480
2026-05-26,MPOW,BQ,0,38400000,0,119,118,122,114,117,211480
2026-05-26,MPOW,NI,0,30800000,0,117,118,122,114,117,211480
2026-05-26,MPOW,MG,0,28200000,0,117,118,122,114,117,211480
2026-05-26,MPOW,OD,0,17400000,0,117,118,122,114,117,211480
2026-05-26,MPOW,SQ,0,14900000,0,119,118,122,114,117,211480
