Date,Stock,Broker,Buy Value,Sell Value,Buy Avg,Sell Avg,Open,High,Low,Close,Volume
2026-05-25,ERAA,CC,2400000000,0,372,0,372,376,368,372,264240
2026-05-25,ERAA,YP,1800000000,0,374,0,372,376,368,372,264240
2026-05-25,ERAA,SQ,1100000000,0,371,0,372,376,368,372,264240
2026-05-25,ERAA,NI,948400000,0,373,0,372,376,368,372,264240
2026-05-25,ERAA,XC,362700000,0,372,0,372,376,368,372,264240
2026-05-25,ERAA,XL,275700000,0,372,0,372,376,368,372,264240
2026-05-25,ERAA,CP,235200000,0,371,0,372,376,368,372,264240
2026-05-25,ERAA,DH,216400000,0,372,0,372,376,368,372,264240
2026-05-25,ERAA,GR,51400000,0,373,0,372,376,368,372,264240
2026-05-25,ERAA,CD,46500000,0,372,0,372,376,368,372,264240
2026-05-25,ERAA,AK,0,2700000000,0,372,372,376,368,372,264240
2026-05-25,ERAA,BB,0,2400000000,0,372,372,376,368,372,264240
2026-05-25,ERAA,AZ,0,742900000,0,372,372,376,368,372,264240
2026-05-25,ERAA,OD,0,392700000,0,373,372,376,368,372,264240
2026-05-25,ERAA,RF,0,374000000,0,374,372,376,368,372,264240
2026-05-25,ERAA,ZP,0,280500000,0,373,372,376,368,372,264240
2026-05-25,ERAA,BK,0,262800000,0,374,372,376,368,372,264240
2026-05-25,ERAA,KK,0,198600000,0,374,372,376,368,372,264240
2026-05-25,ERAA,PD,0,188800000,0,371,372,376,368,372,264240
2026-05-25,ERAA,YU,0,18100000,0,372,372,376,368,372,264240
